Feature,SampleID_1,SampleID_10,SampleID_100,SampleID_101,SampleID_102,SampleID_103,SampleID_104,SampleID_105,SampleID_11,SampleID_110,SampleID_112,SampleID_113,SampleID_142,SampleID_144,SampleID_148,SampleID_154,SampleID_17,SampleID_18,SampleID_2,SampleID_20,SampleID_207,SampleID_210,SampleID_211,SampleID_213,SampleID_217,SampleID_219,SampleID_220,SampleID_225,SampleID_227,SampleID_228,SampleID_231,SampleID_232,SampleID_233,SampleID_235,SampleID_236,SampleID_24,SampleID_240,SampleID_241,SampleID_243,SampleID_248,SampleID_249,SampleID_25,SampleID_250,SampleID_256,SampleID_258,SampleID_262,SampleID_264,SampleID_265,SampleID_272,SampleID_274,SampleID_28,SampleID_286,SampleID_29,SampleID_293,SampleID_294,SampleID_297,SampleID_298,SampleID_3,SampleID_301,SampleID_304,SampleID_305,SampleID_308,SampleID_311,SampleID_312,SampleID_315,SampleID_317,SampleID_319,SampleID_323,SampleID_326,SampleID_33,SampleID_333,SampleID_334,SampleID_335,SampleID_337,SampleID_338,SampleID_339,SampleID_340,SampleID_343,SampleID_344,SampleID_354,SampleID_358,SampleID_363,SampleID_364,SampleID_365,SampleID_367,SampleID_368,SampleID_371,SampleID_373,SampleID_378,SampleID_379,SampleID_380,SampleID_383,SampleID_384,SampleID_386,SampleID_387,SampleID_39,SampleID_4,SampleID_40,SampleID_41,SampleID_44,SampleID_45,SampleID_46,SampleID_47,SampleID_49,SampleID_5,SampleID_50,SampleID_52,SampleID_55,SampleID_56,SampleID_59,SampleID_6,SampleID_62,SampleID_63,SampleID_64,SampleID_68,SampleID_69,SampleID_70,SampleID_72,SampleID_77,SampleID_78,SampleID_8,SampleID_82,SampleID_85,SampleID_88,SampleID_90,SampleID_91,SampleID_93,SampleID_94,SampleID_97,SampleID_98,SampleID_116,SampleID_136,SampleID_137,SampleID_140,SampleID_141,SampleID_143,SampleID_242,SampleID_328
Phosphatidylserine decarboxylase,3.6051,11.4855,13.2247,6.5997,13.7758,9.4713,11.9523,7.0595,5.0357,10.1069,4.2533,5.4396,8.7885,8.6956,9.7208,12.1239,8.122,10.0568,11.407,4.3462,9.6472,8.7015,16.0209,12.7195,10.5457,13.9023,7.0234,4.4276,11.1356,5.7193,9.6905,6.9761,9.8097,7.1983,9.3135,19.7657,6.1745,8.1616,6.1167,7.4843,8.6554,5.6217,5.941,9.229,7.1701,4.707,8.8953,5.9649,10.1905,3.9142,5.9034,4.0557,9.4986,18.9228,11.4243,4.3491,5.6991,10.1964,7.3633,16.5608,9.7935,6.1375,9.0374,5.5803,9.3419,4.9122,8.2716,5.438,1.6627,6.4762,8.7875,3.4439,12.7193,2.1941,7.3138,2.1833,3.4826,8.2105,14.8288,8.4284,4.8904,4.1113,2.5653,2.7629,8.4859000000000009,7.6146,11.3156,16.5178,9.2512,18.8275,10.2427,3.3355,10.0377,8.3888,12.3207,15.653,14.0444,2.5493,8.0593,9.2466,1.9208,3.801,8.6566,7.1301,12.3726,12.4275,10.2343,8.0908,14.7221,9.2829,9.2215,3.8788,6.9824,6.4554,10.1554,6.1976,2.8394,8.561,2.9957,6.7598,1.8435,9.4055,9.0441,2.5174,3.5728,10.9292,17.9042,12.9807,13.9207,8.6362,11.4176,17.0287,12.9812,5.8126,6.1056,10.3628,8.914,6.8745
Demethylmenaquinone methyltransferase,5.5225,11.6835,16.3675,8.7745,14.3551,11.4707,14.828,5.9586,16.6942,16.7268,5.606,15.6584,5.5787,8.3454,8.8976,11.3106,10.860900000000001,13.0952,12.819,4.9647,10.6977,13.985900000000001,17.6753,15.0257,15.4206,14.5483,12.3936,4.1167,15.939,9.2414,13.0598,8.7681,12.0242,10.7838,2.5533,19.1755,15.8031,9.6628,10.8829,7.9072,8.4486,6.8032,6.9839,10.7285,8.5169,6.9897,21.0381,8.1528,13.5882,7.4189,5.7174,8.5158,15.083,18.05,13.6297,6.8561,6.7159,11.2166,9.6632,17.6327,14.0317,21.3311,13.3739,6.9913,10.8929,7.4622,9.7979,6.3325,2.3249,8.873,11.0674,9.0876,13.9993,10.8251,8.4934,13.0828,6.4053,10.4199,15.4236,12.8661,7.7082,6.4285,2.9308,8.5863,19.0039,11.497,15.4652,15.3461,18.3779,16.4813,10.4382,11.3317,15.0597,11.29,12.2668,20.1808,14.1342,4.9679,9.5767,10.1451,7.9435,8.6845,11.7203,9.4556,10.9244,14.1106,11.4602,9.3145,15.9364,14.9829,14.3542,4.7069,9.5136,10.3557,13.0178,11.6647,8.0006,14.6755,2.4612,8.4173,3.2009,14.3877,9.9446,5.1734,5.9861,14.4162,14.7553,18.7163,13.9398,10.0956,9.6415,14.5644,15.1194,10.521,6.7498,11.0829,12.0244,8.5136
PreQ(1) synthase,3.3934,10.5606,9.273,7.2831,20.4126,10.5824,27.9452,16.9105,16.1726,5.8597,4.1828,5.0078,6.9448,10.0019,6.1016,10.5002,5.8025,10.8761,13.4329,4.368,10.3144,8.7882,20.3229,11.4334,11.1294,25.2722,6.1225,6.0594,7.6956,7.7206,9.8239,7.1851,7.3114,8.6114,3.3203,44.9988,4.82,8.4664,4.7878,7.0352,22.3812,5.5363,7.8303,10.6475,5.6985,4.7768,12.433,4.8165,8.5534,5.2107,6.703,6.2868,8.6455,41.5355,3.2416,8.6967,5.6982,12.5469,8.6316,12.4286,10.2736,9.7454,11.7466,7.1342,9.8088,3.8179,8.5765,5.9111,2.6244,6.2062,7.4498,3.8462,12.2972,1.4183,6.6741,6.0081,4.9978,9.7321,40.0567,8.4308,4.0107,5.6017,3.1915,4.6341,16.9512,8.3824,15.4579,16.285,5.9254,34.379,10.1843,8.2775,9.7167,8.2535,10.4927,19.2696,21.7381,5.0492,8.7606,9.5893,3.746,7.2888,10.3115,5.83,33.3384,10.429,9.5529,8.7378,14.7504,12.318,14.4015,6.3206,6.7428,4.8075,8.8745,7.2451,2.8498,8.6297,2.8055,6.8557,7.0481,8.8981,26.7582,3.811,6.3776,11.9869,15.4364,8.7617,13.901,8.7713,11.1249,48.816,16.2503,15.6736,12.8912,10.5666,7.1606,5.9463
7-cyano-7-deazaguanine synthase,3.8902,12.0759,10.064,8.5918,15.3045,10.915,17.4713,9.5705,15.7576,6.2685,5.1371,6.25,5.6132,11.5671,4.5475,11.2844,6.1838,11.7627,12.8879,4.358,10.2892,8.1831,20.0997,14.2249,11.6377,19.4882,7.0315,7.221,8.4275,8.6718,9.4627,8.6355,10.2223,8.6245,2.9023,28.2818,4.7099,9.9235,6.8171,7.4523,13.233,6.4497,7.7299,10.7035,7.4594,5.0011,9.21,5.6235,9.1692,4.0065,8.2526,5.6447,9.5138,29.772,4.0781,6.3729,5.7829,12.8527,9.0171,11.7367,11.9801,9.1531,13.0918,9.0723,11.1913,4.5816,9.8528,7.2866,3.3239,6.1124,9.6167,5.4564,12.0852,1.1363,6.7922,5.7939,5.4572,9.752,24.4018,8.4876,4.4864,3.6119,2.9384,4.2354,16.7428,6.9428,14.9341,15.3594,6.5055,23.7576,10.779,7.6545,10.4462,8.2948,11.1515,15.8039,18.6383,4.6485,8.0678,8.3461,3.5549,6.3218,11.4335,6.3906,19.9545,11.5641,10.0551,8.0557,12.131,8.6988,13.3738,5.2814,7.8137,9.7775,10.9902,7.603,3.4692,9.9446,3.6735,7.3877,5.5589,9.0857,18.3318,4.5995,7.6642,15.5395,15.0739,9.7885,17.4945,7.8279,13.9374,28.6682,9.7548,10.795,12.2506,11.7106,7.8057,5.8392
NADH:ubiquinone reductase (Na(+)-transporting),15.6549,61.3561,57.3996,34.2869,60.6003,70.2269,60.8536,17.4972,31.9258,62.4973,12.2146,28.7268,4.4477,26.295,0.0425,22.2904,46.3171,66.4955,58.3424,11.8732,47.7719,51.4995,46.394,54.8633,66.9037,63.1967,36.0215,13.3748,57.9918,29.0809,64.5995,36.1653,46.7127,46.9004,1.4096,85.7706,26.5917,31.6226,36.7147,37.6953,29.4052,29.2926,19.8838,42.2277,18.2325,22.3148,56.0593,18.979,63.3475,16.9109,16.1135,22.9995,50.5283,85.0369,56.0793,30.5477,9.7645,55.7586,33.9224,25.5649,60.2218,29.6309,51.974,16.7812,49.0294,24.1076,33.7519,18.7244,0.9362,35.6403,40.2512,22.2828,78.4241,0,37.9594,3.985,18.9023,47.6953,60.5493,50.6651,23.732,29.1065,4.9611,11.1855,29.8763,42.6636,51.1447,26.1907,35.1245,82.7307,53.9992,25.3334,54.8848,16.8976,60.1455,107.878,64.5846,6.3874,43.3827,39.066,8.2843,28.0107,46.7376,38.9722,50.6013,66.7742,49.7211,37.6535,61.3848,54.1232,63.9893,14.8063,36.4325,2.9244,62.2502,33.1601,13.3063,44.3998,0.262,42.686,7.427,53.6624,29.3709,9.1876,10.0781,49.673,77.8591,71.7225,63.7558,31.9805,38.2553,64.9135,44.0605,16.3499,13.9183,36.0377,42.8844,25.5907
synthase,1.4023,9.3192,8.6583,5.0219,10.9379,8.1854,9.6321,3.8003,17.9685,4.7677,2.1091,2.4802,6.2202,5.056,4.8869,6.8668,5.3912,9.5164,5.4709,2.3313,6.6595,8.3214,15.0604,10.2833,8.2858,12.2755,6.5059,1.6862,6.6521,5.5592,9.1757,6.1088,6.8775,6.9686,0.119,16.3252,3.8997,6.581,4.4138,5.6862,5.6821,5.2273,1.6166,8.5858,4.4894,2.509,5.4244,5.7347,7.7928,2.8426,2.323,3.7445,9.3777,15.6129,2.5958,2.9846,7.0124,7.015,4.2086,5.6517,10.4595,8.7116,11.741,2.4034,7.4368,1.7647,3.0986,3.5411,0.4049,4.9825,7.8986,2.707,11.59,0,5.4086,3.8184,5.629,7.257,14.7238,8.8209,3.3864,2.1473,0.9194,2.4776,19.3183,6.654,12.2604,10.0938,5.8669,13.7266,9.3827,4.2164,9.4291,7.2726,8.0635,18.7134,11.186,2.0711,7.8929,9.2317,2.1425,6.1022,9.4278,4.4843,10.168,5.5295,5.8304,4.4077,12.3334,7.5566,10.0401,2.258,5.3397,7.4592,5.7546,5.5337,2.261,6.1199,0.5758,6.8114,1.2496,8.1446,6.4896,2.098,2.4291,7.9523,15.1158,7.4375,7.5896,7.4249,8.4332,13.097,5.1149,4.4523,2.9631,7.307,4.7531,3.4447
"1,4-dihydroxy-2-naphthoyl-CoA synthase",1.8155,10.5609,7.6027,5.6356,16.4142,8.9472,18.8739,9.0422,16.8956,6.255,2.4324,2.9524,3.8076,4.6666,3.9021,6.4587,4.9799,10.3767,7.5351,2.5447,6.5216,8.4528,10.0359,8.9724,8.2968,23.8304,3.6238,2.0242,5.3579,6.5904,6.7056,7.1122,5.9917,7.6191,0.2956,30.1826,3.7663,5.4187,3.7135,6.6629,13.0169,5.9725,1.549,8.0713,3.8083,3.6062,7.3815,5.2343,6.9056,3.0027,2.2577,4.1207,7.0112,27.5083,2.452,5.1838,4.9175,9.3899,4.9809,4.502,8.9718,9.8233,13.2577,2.8473,6.4345,1.5838,3.5452,3.4937,0.0439,3.9278,7.1809,2.9995,12.0067,0,4.4518,3.1343,3.3254,7.4691,29.8979,8.8395,3.3013,2.1926,1.4541,2.8575,16.5837,3.73,12.3965,7.7761,5.4982,32.2111,5.5315,5.1686,8.5533,6.1617,8.2216,16.909300000000002,17.6625,1.8463,7.4119,9.391,2.7271,4.8577,9.8516,4.1684,18.7955,4.8183,5.9006,4.5102,15.4956,7.6733,12.865,1.6788,4.9986,7.3183,5.1808,5.1014,1.8828,6.6964,0.0249,7.1666,2.2082,6.93,13.4803,2.7421,3.5597,10.6001,15.2514,7.8332,8.3723,6.1814,15.4714,27.7777,8.5211,8.3154,4.8004,7.7226,5.415,3.0258
Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase,5.9568,23.1186,21.8306,14.5027,16.5576,19.4281,14.6948,4.8605,18.3493,17.0409,5.9034,10.0822,6.8207,14.681,9.1286,17.4773,17.0674,24.989,21.4725,7.7677,20.9562,18.5323,17.9404,16.9599,23.9116,18.2739,13.7462,5.1842,20.6541,12.5319,22.4533,14.2093,16.9724,15.9502,0.2077,23.7444,10.9919,10.6927,13.2814,15.7434,8.0619,13.2269,4.9271,20.7805,9.1637,9.9796,15.6834,9.5666,20.5176,8.1037,6.9793,8.6463,18.515,22.639,13.7474,8.0417,7.8986,20.6995,12.9212,12.0585,19.1,11.9125,18.49,7.1205,19.3402,9.2643,14.4645,8.9318,0.9077,13.5455,15.1087,8.143,29.6092,0,13.9064,2.9347,4.4128,18.1534,12.8977,20.4609,8.8056,8.0993,2.2511,5.004,24.0203,16.4842,22.2776,13.7842,15.0167,18.6376,22.0148,5.4091,20.0384,10.3926,27.0753,36.632,22.1017,4.2958,13.2916,16.5822,3.7445,8.5991,22.2862,14.8953,13.3978,22.7756,19.1283,15.1537,16.1488,15.0795,19.9526,8.2725,15.3947,5.9213,21.8337,12.3654,6.3592,14.3936,1.22,15.5817,2.9683,24.1076,12.6249,4.5254,5.1757,14.9532,31.2809,22.6788,30.346800000000002,15.3806,11.4457,15.0193,10.6817,4.9653,4.6442,9.1423,13.8772,9.0794
NADH dehydrogenase (quinone),24.7755,65.3166,90.2613,36.7715,79.3946,83.2049,85.2549,37.1409,96.7192,86.7597,19.6914,42.2652,65.4388,78.6876,93.9222,42.9332,43.7498,68.73,74.2778,18.7974,49.6195,50.2761,125.925,94.847,75.2784,89.6407,60.324,16.4538,74.1662,51.1879,63.8035,43.1544,76.8907,44.5967,4.152,123.138,54.3629,55.8934,42.6795,46.057,50.8498,30.5368,20.1941,62.7869,57.8583,30.0677,67.7292,60.6296,68.8736,19.7932,21.4738,29.725,81.2834,131.075,78.3862,25.7323,71.6939,64.2396,29.6228,65.6571,59.8054,70.9455,73.0316,23.7289,50.3998,35.1389,61.679,29.4839,3.2495,39.8379,43.7594,29.0057,60.8451,2.557,41.5261,22.1124,24.6268,44.4166,100.151,54.5406,28.0231,29.8015,8.2194,23.3724,86.6216,66.7125,78.5921,98.7779,52.614,103.544,64.787,32.8389,57.2975,104.609,70.1672,110.468,82.9135,10.4681,49.3714,75.9832,19.3822,36.7158,67.6575,48.8805,72.3923,89.662,50.1469,43.5457,72.1257,51.3429,80.269,17.2514,41.9831,108.939,75.0845,53.2113,18.355,49.0206,4.0457,38.6827,13.3659,59.7171,47.4356,14.341,22.4323,64.8627,91.6983,104.454,80.396,64.7823,57.4397,85.8117,64.1596,34.263,19.8481,50.0001,50.4574,39.3339
Enoyl-[acyl-carrier-protein] reductase (NADH),3.9757,11.5837,13.4385,7.6347,15.9695,12.9034,12.3356,6.3244,12.4632,13.8078,3.7905,7.4015,5.7756,7.9452,4.3349,11.4259,8.942,12.9562,13.3253,4.6451,9.6232,10.4629,17.9186,13.2264,14.4353,16.6073,9.8427,3.1296,11.5134,8.6278,12.2156,7.7089,9.2736,10.2809,1.3513,21.6241,10.3873,8.2757,8.0666,7.8087,6.475,6.0769,2.8499,11.8859,5.0164,5.5027,9.9263,5.5093,10.6461,4.6879,4.0401,5.6003,11.1081,23.2497,11.8741,4.655,5.4447,11.4503,6.3803,10.4286,13.2459,9.8963,15.0863,4.2006,9.7066,5.0108,8.0305,4.8178,0.368,7.8684,8.7984000000000009,4.904,17.0309,0.0357,8.1526,3.4606,2.9365,10.2424,14.7428,12.1212,5.2699,4.1468,1.5098,4.0854,16.4002,9.6355,15.5945,14.4518,8.4359,18.957,11.4774,3.5522,10.8971,7.3587,15.2942,18.1526,15.1749,3.1031,7.5298,9.3534,2.6571,7.1451,10.9099,7.5467,12.9292,12.5627,11.6161,8.3877,16.2683,10.3671,13.3653,3.3447,6.9271,4.8683,12.4508,8.9257,3.4479,7.5859,0.2674,8.9008,1.6005,11.5867,8.6138,2.9217,3.0877,12.1084,19.2558,10.88,11.492,9.7344,8.6939,15.9861,10.8729,6.6171,4.1254,12.336,9.8526,5.8998
Thiamine-phosphate kinase,2.8616,11.5915,17.5611,8.1766,15.2573,12.0821,16.9932,7.4741,20.4828,20.4975,3.3461,6.5574,7.4251,8.3805,12.9299,11.9159,8.6212,11.7416,13.1441,3.9749,10.0079,11.0979,23.8125,19.9047,13.0414,15.532,10.5848,3.2964,15.6841,8.5942,14.1138,8.4452,13.5539,8.9418,0.5069,20.3712,24.2979,11.3178,9.9031,8.5878,9.4636,5.4929,3.8519,10.6164,8.1353,5.6482,13.2256,5.6948,14.1763,4.4394,4.0256,5.3763,17.9014,21.8992,21.6749,6.3864,8.3845,11.5923,6.327,20.4662,12.7987,16.0306,14.0166,3.7049,9.1353,5.9038,10.0935,6.4499,1.898,8.4752,8.7133,7.3771,13.456,0.0187,7.8805,5.7869,5.2414,9.418,20.9927,11.1396,4.755,5.7712,2.1617,3.8315,19.8651,9.2232,17.6359,20.8708,9.5731,20.3275,9.1807,6.7591,11.4544,9.7513,13.0839,20.7766,15.8035,3.4578,8.5572,15.3314,3.4608,6.9283,12.6592,10.0731,12.5402,13.2479,9.7051,7.8071,11.9665,10.8184,13.0608,4.3493,10.268,8.3522,11.7856,9.5676,3.8468,10.2865,3.1289,8.7314,2.1018,14.7507,10.5797,3.2182,4.4782,17.5542,15.9312,19.5549,14.1365,10.8856,9.208,21.4162,14.8987,10.4482,3.7738,8.9337,9.8442,6.455
Lipid-A-disaccharide synthase,3.1812,10.8503,16.2635,7.2668,13.3982,10.7987,15.333,5.738,13.7048,14.3576,3.1882,6.6726,7.4676,8.2265,9.4313,9.0662,8.2521,10.9455,11.5989,4.0802,9.3184,9.9506,20.7206,15.7325,13.7488,15.7514,8.0143,3.6583,13.2293,7.8008,10.4623,8.4187,9.6093,7.7106,1.0632,18.0741,12.8322,10.2135,8.202,8.1209,8.4898,5.413,4.0613,9.9539,7.6327,4.585,15.2073,7.8622,11.1728,4.573,3.6504,4.7358,12.0093,20.8731,13.1609,7.9988,8.0559,11.0267,6.5784,13.6098,11.2868,11.0797,11.5511,3.1918,9.0566,5.4973,8.0215,4.9832,2.2498,6.7734,9.2007,5.3831,13.329,0.0841,7.1571,4.0858,5.1542,9.5944,17.6469,9.8742,4.6943,6.1537,1.9793,3.5753,18.8203,8.6279,14.3398,16.7206,7.4519,20.3697,9.4202,6.1555,11.1007,10.8915,10.9209,21.4979,14.3027,5.2459,8.4022,10.8735,2.8949,5.7089,11.3104,6.9822,12.7548,12.4385,9.263,6.9912,11.7422,14.0251,12.9655,4.6148,8.92,10.2683,11.316,7.1431,3.2122,10.7102,2.2925,6.9984,2.7466,10.5215,10.8368,3.2826,3.6508,12.636,16.6393,13.9203,16.3644,7.7864,11.4952,15.7599,9.9756,5.8051,3.533,7.1779,8.3156,5.3009
Tetraacyldisaccharide 4'-kinase,2.8155,11.398,13.3024,7.1362,12.4295,10.3825,11.5368,4.6395,14.4322,14.0095,3.4027,6.6652,5.1157,7.5415,5.8794,12.213,7.5941,10.8226,10.7638,4.4497,9.1353,9.1708,19.7993,13.7035,11.8233,15.0341,9.0077,2.8355,9.697,7.1371,9.9155,7.9028,8.9471,7.8026,0.4729,18.5905,8.9698,9.0491,7.2146,7.4191,7.0046,5.2755,4.1867,9.5444,6.221,4.2704,14.7425,5.0281,9.5131,3.9356,3.5319,4.1582,9.9538,18.1275,13.3842,7.589,7.3416,9.9123,5.9682,29.334,9.894,10.0178,11.3493,3.8426,8.8925,4.7701,8.4587,4.6384,2.0048,7.2399,7.3597,4.6458,13.1323,0.0247,7.0386,5.291,4.3212,8.4885,15.0112,8.986,4.0197,5.4651,1.6753,3.6636,16.8186,7.1182,12.9581,15.8202,7.4776,20.025,8.6332,5.2914,10.227,9.1463,12.5636,19.5349,13.1694,5.4471,8.3154,8.9962,2.305,5.3355,11.1987,6.6915,9.8102,9.8708,7.9573,7.405,14.0101,13.4544,11.1877,4.059,7.3994,6.7141,10.1032,7.4904,3.2971,8.8915,3.1624,6.5353,2.3891,10.3424,9.4179,3.1755,3.4299,10.5017,15.2512,10.839,14.985900000000001,7.9884,9.9112,13.6765,10.8145,6.1338,3.5318,8.7569,9.1798,5.8252
3-deoxy-8-phosphooctulonate synthase,3.1155,8.8557,12.5578,5.9574,12.3913,10.1532,12.7637,4.5238,15.1388,14.8031,2.4412,7.062,2.4529,5.6277,2.7314,6.8902,7.3786,10.8975,10.7843,3.0875,8.1434,7.513,18.2122,12.7541,10.3207,14.8971,7.1736,2.6046,11.664,7.8833,9.7916,8.0126,8.6562,7.8321,0.2939,16.9304,11.1326,7.3411,7.2004,7.6108,6.6372,5.1235,2.3153,7.355,5.1314,3.9844,11.0172,5.5249,10.0251,3.3437,3.0429,3.2145,11.0001,17.4653,13.1238,5.1494,5.0516,9.9597,4.519,12.856,9.6781,10.9668,10.6076,3.2329,10.4647,5.5678,7.3053,4.1648,1.9999,6.0153,9.3453,5.9639,12.1957,0.1753,6.0353,3.7031,4.5501,6.8197,13.8278,9.2067,4.2087,4.0818,1.6578,3.8095,20.9291,7.6573,13.5794,14.7815,5.7048,14.3575,9.0149,4.2842,9.8166,7.2608,9.7882,7.2272,13.9991,2.9397,4.7603,8.1414,1.9616,5.301,8.9331,7.7792,10.0529,10.705,7.723,5.9738,12.4907,8.141,11.8615,3.8922,7.4429,4.5652,11.1182,7.0371,2.858,9.6158,2.6663,6.701,3.3751,8.7722,9.4683,2.5451,3.344,10.6243,14.9826,13.6433,15.962,5.7604,10.374,14.704,8.8043,5.5259,3.4839,7.255,7.6957,4.2058
3-deoxy-manno-octulosonate cytidylyltransferase,3.0582,11.4052,11.7223,6.0705,9.5025,12.4706,11.6491,3.3114,15.55,13.9918,3.6217,6.9175,3.0469,7.4078,4.5656,8.1082,7.1445,11.1004,10.1446,1.8299,8.5443,7.851,17.8483,13.4349,12.9132,12.4422,9.592,2.7327,12.7714,6.7263,11.7911,8.8756,9.1327,8.8822,0.8172,13.9283,12.6414,8.3278,6.7588,7.6524,6.0928,5.5073,2.8764,9.1179,5.8205,4.6713,10.267,5.0291,11.0581,3.275,3.6087,3.9355,12.143,15.3617,11.8236,5.2985,5.5213,9.8952,5.3754,16.5103,11.2603,10.9837,10.525,4.7612,10.3338,6.0784,8.8335,4.477,1.8255,7.0185,7.5446,5.66,13.5224,0.0721,7.2181,4.132,4.3826,8.4984,10.8744,10.3693,4.3091,4.6473,1.4125,3.7273,16.6597,9.9952,16.1637,14.2876,7.6743,12.2731,9.3607,5.2902,9.6953,8.4357,10.6749,7.845,12.0259,3.2154,4.909,9.3704,2.3519,6.4924,11.6172,6.3415,7.7463,11.5454,8.7844,6.1168,7.1013,6.7108,13.1571,4.2925,7.6716,7.7399,11.1171,8.8055,2.9643,8.9393,2.4753,7.1468,2.5889,8.9712,6.567,2.4813,3.9862,12.2356,14.4613,16.4815,15.7389,8.3634,8.4225,7.9704,9.7337,4.7146,2.9306,5.5587,8.7993,6.9612
Alanine dehydrogenase,3.2088,9.4767,10.0882,6.4614,10.6057,6.3559,9.6389,6.5103,6.1683,11.6036,2.0736,4.1854,1.2566,5.9304,0.0106,6.6361,7.8803,11.0012,12.6938,2.1203,9.7653,7.96,18.1757,11.7771,8.0429,26.859,6.6926,3.1245,11.2756,5.1025,11.8702,6.5348,7.2601,7.1439,0.1469,18.5922,10.7058,6.5096,6.2118,6.2132,8.9407,6.443,2.6739,5.817,3.2472,4.5174,8.52,5.0447,11.5325,2.8782,3.5246,4.0523,10.4255,18.9141,11.5275,5.1133,3.0362,10.871,5.5046,5.0083,9.0442,7.2473,9.444,4.8405,8.0042,3.5423,6.9287,3.293,1.5409,6.4897,8.8934,4.4497,12.3863,0.059,6.4843,1.4199,3.7076,4.9587,17.0734,8.496,3.5662,4.1434,2.289,1.6379,8.1603,8.2208,7.1978,14.3115,5.7853,33.7334,9.5634,4.7926,8.9168,2.7111,11.1862,2.9239,15.5835,8.7718,1.3357,6.9821,2.0588,4.0008,6.0106,7.2241,10.8261,12.0435,8.734,6.4697,10.549,9.0883,9.6809,4.1566,7.2322,0.5097,9.0492,4.9851,2.0523,7.7928,1.8225,8.5863,2.2093,11.1339,8.7449,2.2418,2.4134,8.8799,7.3468,12.0193,14.4709,5.4125,19.1924,2.9578,7.6228,7.481,5.099,8.1016,6.3556,4.9923
N-acetylornithine carbamoyltransferase,2.5986,8.9799,8.4488,6.3031,16.1842,9.0911,19.1977,9.5886,3.9533,9.932,2.4088,3.5799,0.93,4.5656,0.0063,5.859,5.9918,10.8786,13.9303,4.0832,8.5519,8.275,4.9557,9.4567,9.264,26.8341,4.6381,2.5903,11.3566,4.9741,8.633,5.1775,7.2692,6.4651,0.1819,33.8695,8.8706,5.5989,5.7033,4.3089,12.4783,5.2676,2.0902,7.5708,3.1203,4.0297,9.5439,3.3645,9.7294,3.1009,3.236,3.0342,8.2801,31.4652,9.8543,5.6397,2.3681,10.964,5.5266,2.856,10.0167,2.8032,7.2504,3.4387,7.1685,3.9932,5.9387,3.8845,0.1304,5.4112,7.6014,3.7245,10.4032,0,6.4032,0.9929,1.4647,3.9737,29.0811,8.0326,3.8187,3.4596,1.9542,1.5164,5.9595,7.1963,4.7521,3.1151,6.5258,32.8688,10.3212,2.1969,9.3119,2.4363,12.2534,4.8701,19.5795,0.5043,3.9749,6.7119,1.2387,4.2327,8.3844,7.2178,20.7349,11.5821,7.723,7.0441,15.7982,7.3572,10.3782,2.0996,5.806,0,8.0921,4.7278,2.2182,5.803,0,6.4222,2.2571,9.4792,14.9231,2.1013,1.1687,10.0023,6.1546,7.5317,12.8133,5.3172,15.3616,25.6662,8.5503,12.0115,6.7693,8.1834,5.8338,3.5364
Molybdopterin molybdotransferase,1.9775,0.9756,2.1868,0.2085,0.4216,0.2498,0.2913,0.9671,0.7294,0,0.3502,0.1252,5.6221,2.4659,6.2239,0.6324,0.2682,0.3597,0.1759,0.2575,0.2484,0.3614,0,0.2684,1.2395,2.1898,1.1722,0.1911,0.195,1.1375,0.218,0.1902,2.0417,0.9055,0.3417,0.037,0.2842,0,0.2791,0.568,0.3524,0.3997,0.5462,0.8406,2.8569,0.6063,0,5.4831,0.1757,0.9003,0.2099,1.7992,1.5184,0.3871,0.1328,4.8622,4.716,0.4768,0.4132,0.0232,0.0255,0.2977,0.7289,0.9183,0.1072,3.2993,0.8007,0.7866,0.4687,0.222,0.5753,0.14,0.2315,0.1683,0.0427,0.9291,0.2391,1.6285,0.0806,1.5666,0.0762,1.9409,4.9896,0.3765,0.1859,0.0575,0.4968,0,1.2514,1.7919,0.0675,1.4948,0.2471,4.043,0.8321,0.024,0.1855,0.8528,0.3114,4.2161,0.3508,1.4629,1.6867,0.1877,0.2139,0.0738,0.3733,1.786,0.1831,0.3263,0.8261,0.4462,0.1757,4.644,1.3147,0.6477,2.7426,0.1717,0.7648,0.1147,0.628,0.0152,0.2047,1.5622,0.4539,0.5597,0.038,1.444,0.1551,2.4779,0.4208,0.093,0.5764,0.1883,0.1886,0.1774,0.1357,0.3013
